Date,Time,S&P,Dow_Jones,NASDAQ,Skype（Microsoft）,Cisco,Facebook,Trading_Volume,Prev_Avg_Price,True_Price,,From 2019.4.18 11:30 To 2020.4.17 16:00,,,Pre_Avg_Price: Average Open Stock Price of Zoom one hour earlier,,
2019/08/21,2019/08/21 15:30,2922.96,26194.59,8014.85,137.78,47.57,183.70,33309,93.55,93.10,,,,,,,
2019/08/21,2019/08/21 16:00,2924.43,26202.73,8020.21,137.94,47.60,183.55,425380,93.10,93.01,,,,,,,
2019/08/22,2019/08/22 10:30,2919.68,26239.11,7984.66,136.80,47.40,180.73,87034,93.48,92.90,,,,,,,
2019/08/22,2019/08/22 11:30,2913.68,26172.87,7963.92,135.83,47.00,181.14,73792,92.99,92.89,,,,,,,
2019/08/22,2019/08/22 12:30,2919.48,26244.57,7981.20,136.07,46.93,181.34,22684,92.89,93.33,,,,,,,
2019/08/22,2019/08/22 13:30,2925.78,26284.58,8003.20,136.57,46.95,181.96,71007,93.33,94.81,,,,,,,
2019/08/22,2019/08/22 14:30,2923.40,26261.01,7992.47,136.49,46.97,181.37,60778,95.02,94.17,,,,,,,
2019/08/22,2019/08/22 15:30,2926.39,26279.72,8002.10,136.99,47.08,182.14,41790,94.17,94.36,,,,,,,
2019/08/22,2019/08/22 16:00,2922.95,26252.24,7991.39,136.94,47.02,182.04,526055,94.36,93.87,,,,,,,
2019/08/23,2019/08/23 10:30,2914.22,26208.00,7962.51,136.55,46.86,181.36,148728,93.87,93.35,,,,,,,
2019/08/23,2019/08/23 11:30,2880.70,25898.47,7878.56,134.56,46.31,179.78,151006,93.30,91.16,,,,,,,
2019/08/23,2019/08/23 12:30,2869.24,25795.79,7812.54,133.02,46.04,178.22,143739,91.17,90.89,,,,,,,
2019/08/23,2019/08/23 13:30,2859.00,25721.56,7774.47,132.41,45.79,177.33,104667,90.89,90.57,,,,,,,
2019/08/23,2019/08/23 14:30,2863.04,25750.24,7785.88,133.02,45.72,177.22,76455,90.57,91.31,,,,,,,
2019/08/23,2019/08/23 15:30,2850.74,25652.26,7762.81,132.39,45.58,177.72,47264,91.31,91.14,,,,,,,
2019/08/23,2019/08/23 16:00,2847.11,25628.90,7751.77,132.58,45.49,177.75,700518,91.14,91.63,,,,,,,
2019/08/26,2019/08/26 10:30,2859.78,25749.58,7797.04,133.54,45.60,178.49,102642,91.63,92.85,,,,,,,
2019/08/26,2019/08/26 11:30,2869.08,25836.90,7825.90,134.13,45.96,179.56,65347,92.85,91.92,,,,,,,
2019/08/26,2019/08/26 12:30,2875.93,25898.88,7842.75,134.42,46.03,179.91,33418,91.92,92.85,,,,,,,
2019/08/26,2019/08/26 13:30,2872.29,25856.76,7833.51,134.13,45.84,179.87,33945,92.86,92.78,,,,,,,
2019/08/26,2019/08/26 14:30,2865.32,25782.84,7819.84,134.00,45.75,179.21,43226,92.72,92.16,,,,,,,
2019/08/26,2019/08/26 15:30,2871.37,25840.28,7832.92,134.26,45.98,179.59,53453,92.16,92.05,,,,,,,
2019/08/26,2019/08/26 16:00,2878.38,25898.83,7853.74,134.62,45.97,180.36,360126,92.05,91.76,,,,,,,
2019/08/27,2019/08/27 10:30,2888.69,25970.17,7888.21,135.35,46.23,183.18,150681,91.76,92.39,,,,,,,
2019/08/27,2019/08/27 11:30,2875.95,25875.36,7836.39,134.68,45.96,182.26,39123,92.39,91.07,,,,,,,
2019/08/27,2019/08/27 12:30,2872.24,25831.36,7830.27,134.73,45.91,182.33,55143,91.07,91.29,,,,,,,
2019/08/27,2019/08/27 13:30,2867.07,25779.07,7810.93,134.28,45.65,181.51,56078,91.29,91.31,,,,,,,
2019/08/27,2019/08/27 14:30,2868.24,25789.38,7817.55,134.67,45.69,181.49,33513,91.31,91.35,,,,,,,
2019/08/27,2019/08/27 15:30,2868.92,25783.57,7825.38,134.54,45.65,181.63,37818,91.35,91.90,,,,,,,
2019/08/27,2019/08/27 16:00,2869.15,25777.90,7826.95,134.91,45.67,181.30,516852,91.85,91.73,,,,,,,
2019/08/28,2019/08/28 10:30,2870.84,25809.70,7810.19,133.60,45.47,180.75,233592,91.73,89.03,,,,,,,
2019/08/28,2019/08/28 11:30,2885.44,25967.88,7853.21,134.32,45.71,181.43,65725,89.03,89.40,,,,,,,
2019/08/28,2019/08/28 12:30,2884.54,25974.95,7851.34,134.35,45.73,180.74,60387,89.40,89.12,,,,,,,
2019/08/28,2019/08/28 13:30,2883.43,25975.28,7843.43,134.37,45.63,180.87,50344,89.12,89.10,,,,,,,
2019/08/28,2019/08/28 14:30,2884.86,25996.26,7846.10,134.37,45.65,181.00,38474,89.13,89.36,,,,,,,
2019/08/28,2019/08/28 15:30,2884.51,25994.93,7851.70,134.57,45.69,181.25,76702,89.34,90.50,,,,,,,
2019/08/28,2019/08/28 16:00,2887.94,26036.10,7856.88,134.73,45.74,181.76,622701,90.57,90.16,,,,,,,
2019/08/29,2019/08/29 10:30,2918.61,26290.89,7967.49,137.08,46.41,184.45,129361,90.16,91.99,,,,,,,
2019/08/29,2019/08/29 11:30,2921.56,26336.38,7970.55,137.14,46.33,185.40,75170,91.98,92.53,,,,,,,
2019/08/29,2019/08/29 12:30,2924.59,26364.74,7974.72,137.25,46.17,185.50,53945,92.53,91.55,,,,,,,
2019/08/29,2019/08/29 13:30,2925.46,26364.88,7977.61,137.31,46.16,185.76,39742,91.55,92.06,,,,,,,
2019/08/29,2019/08/29 14:30,2928.20,26398.64,7983.54,137.45,46.21,185.62,28760,92.19,91.91,,,,,,,
2019/08/29,2019/08/29 15:30,2923.50,26351.44,7970.51,137.01,46.19,185.38,54023,91.86,91.03,,,,,,,
2019/08/29,2019/08/29 16:00,2924.58,26362.25,7973.39,137.28,46.13,185.57,470241,91.00,90.87,,,,,,,
2019/08/30,2019/08/30 10:30,2933.46,26462.91,7977.91,136.85,45.95,185.00,109478,90.87,92.29,,,,,,,
2019/08/30,2019/08/30 11:30,2918.98,26337.75,7934.01,135.93,45.59,184.05,208158,92.29,89.10,,,,,,,
2019/08/30,2019/08/30 12:30,2925.58,26400.06,7949.94,136.32,45.55,183.93,78058,89.10,90.44,,,,,,,
2019/08/30,2019/08/30 13:30,2923.64,26384.49,7942.74,136.21,45.51,183.97,56663,90.40,90.33,,,,,,,
2019/08/30,2019/08/30 14:30,2925.51,26399.60,7951.03,136.50,45.49,184.27,65496,90.32,91.55,,,,,,,
2019/08/30,2019/08/30 15:30,2923.46,26381.31,7943.93,136.26,45.62,184.36,53181,91.55,91.30,,,,,,,
2019/08/30,2019/08/30 16:00,2926.45,26403.28,7962.88,137.02,45.69,185.67,615782,91.27,91.67,,,,,,,
2019/09/03,2019/09/03 10:30,2899.20,26031.82,7868.97,135.69,45.28,184.09,372705,91.67,93.88,,,,,,,
2019/09/03,2019/09/03 11:30,2904.86,26074.09,7894.01,135.69,45.34,184.19,229485,93.90,92.02,,,,,,,
2019/09/03,2019/09/03 12:30,2902.48,26053.73,7884.23,135.46,45.29,183.57,229327,91.91,90.95,,,,,,,
2019/09/03,2019/09/03 13:30,2900.25,26043.62,7866.77,135.34,45.26,183.03,189166,90.90,91.52,,,,,,,
2019/09/03,2019/09/03 14:30,2898.89,26051.05,7857.13,135.11,45.23,183.02,149422,91.52,90.99,,,,,,,
2019/09/03,2019/09/03 15:30,2902.90,26096.80,7868.48,135.33,45.35,182.41,131708,90.99,91.89,,,,,,,
2019/09/03,2019/09/03 16:00,2906.27,26118.02,7874.16,135.21,45.38,182.39,236805,91.91,92.46,,,,,,,
2019/09/04,2019/09/04 10:30,2925.55,26284.78,7937.56,136.14,45.83,185.07,607606,92.46,93.80,,,,,,,
2019/09/04,2019/09/04 11:30,2930.69,26325.04,7949.76,136.31,45.94,186.68,190344,93.77,94.79,,,,,,,
2019/09/04,2019/09/04 12:30,2931.77,26315.39,7952.57,136.31,45.94,186.65,184808,94.79,94.55,,,,,,,
2019/09/04,2019/09/04 13:30,2933.71,26330.63,7968.40,136.66,46.12,187.40,150536,94.60,95.40,,,,,,,
2019/09/04,2019/09/04 14:30,2932.36,26318.86,7960.18,136.24,46.05,187.05,155225,95.40,94.38,,,,,,,
2019/09/04,2019/09/04 15:30,2936.19,26344.11,7974.33,136.61,46.18,187.24,495929,94.39,93.87,,,,,,,
2019/09/04,2019/09/04 16:00,2937.78,26355.47,7976.88,136.79,46.18,187.14,625521,93.87,93.53,,,,,,,
2019/09/05,2019/09/05 10:30,2979.23,26786.40,8123.17,139.09,47.30,191.15,1304895,93.53,90.18,,,,,,,
2019/09/05,2019/09/05 11:30,2977.67,26792.03,8107.78,138.92,47.25,190.49,640447,90.23,89.62,,,,,,,
2019/09/05,2019/09/05 12:30,2974.92,26760.63,8095.64,138.61,47.26,190.12,507140,89.36,90.17,,,,,,,
2019/09/05,2019/09/05 13:30,2976.29,26768.76,8101.96,138.64,47.35,190.34,318351,90.17,90.66,,,,,,,
2019/09/05,2019/09/05 14:30,2974.99,26740.78,8104.12,138.68,47.23,190.51,261244,90.65,91.00,,,,,,,
2019/09/05,2019/09/05 15:30,2980.54,26777.04,8124.34,139.01,47.33,190.55,309920,91.02,91.63,,,,,,,
2019/09/05,2019/09/05 16:00,2975.97,26728.15,8116.83,139.19,47.26,190.90,1674678,91.82,92.69,,,,,,,
2019/09/06,2019/09/06 10:30,2981.07,26781.85,8119.32,138.59,47.40,186.43,3323885,92.69,89.64,,,,,,,
2019/09/06,2019/09/06 11:30,2981.45,26811.21,8126.00,138.36,47.48,187.11,645894,89.58,90.05,,,,,,,
2019/09/06,2019/09/06 12:30,2981.02,26815.41,8119.71,138.08,47.63,187.70,546761,90.05,89.61,,,,,,,
2019/09/06,2019/09/06 13:30,2984.90,26859.08,8129.41,138.47,47.69,187.42,451193,89.61,88.91,,,,,,,
2019/09/06,2019/09/06 14:30,2982.60,26826.42,8125.72,138.60,47.66,188.00,712888,88.91,86.95,,,,,,,
2019/09/06,2019/09/06 15:30,2984.76,26841.54,8126.45,138.83,47.80,187.94,588398,86.90,86.92,,,,,,,
2019/09/06,2019/09/06 16:00,2978.71,26797.46,8103.07,138.25,47.67,187.49,969327,86.97,85.41,,,,,,,
2019/09/09,2019/09/09 10:30,2983.57,26882.70,8104.49,136.44,47.60,187.85,2588323,85.41,81.26,,,,,,,
2019/09/09,2019/09/09 11:30,2983.86,26879.49,8117.70,137.07,47.61,188.00,914163,81.26,79.19,,,,,,,
2019/09/09,2019/09/09 12:30,2974.52,26808.36,8074.75,136.27,47.49,186.42,679995,79.11,77.91,,,,,,,
2019/09/09,2019/09/09 13:30,2973.54,26790.57,8066.90,135.84,47.39,186.94,750442,77.91,78.20,,,,,,,
2019/09/09,2019/09/09 14:30,2971.95,26800.52,8053.45,135.78,47.32,186.68,317754,78.20,77.64,,,,,,,
2019/09/09,2019/09/09 15:30,2976.51,26837.85,8075.78,136.10,47.38,188.40,488282,77.66,78.06,,,,,,,
2019/09/09,2019/09/09 16:00,2978.43,26835.51,8087.44,136.68,47.41,188.76,947105,78.06,78.65,,,,,,,
2019/09/10,2019/09/10 10:30,2963.59,26771.67,8039.57,134.39,47.49,187.83,1106887,78.65,78.86,,,,,,,
2019/09/10,2019/09/10 11:30,2960.47,26764.12,8024.25,133.98,47.84,186.49,388535,78.89,80.21,,,,,,,
2019/09/10,2019/09/10 12:30,2971.38,26838.10,8065.92,134.89,47.85,186.96,330986,80.25,80.31,,,,,,,
2019/09/10,2019/09/10 13:30,2969.46,26813.68,8058.84,134.64,47.86,186.72,195745,80.31,79.41,,,,,,,
2019/09/10,2019/09/10 14:30,2964.96,26781.82,8041.64,134.44,47.81,185.14,276279,79.23,79.69,,,,,,,
2019/09/10,2019/09/10 15:30,2965.94,26801.49,8042.36,134.42,47.80,184.70,248168,79.69,80.00,,,,,,,
2019/09/10,2019/09/10 16:00,2979.39,26909.43,8084.16,135.25,48.03,186.17,247372,79.97,80.35,,,,,,,
2019/09/11,2019/09/11 10:30,2987.22,26954.43,8132.53,134.99,48.84,187.63,506583,80.35,79.68,,,,,,,
2019/09/11,2019/09/11 11:30,2989.44,26992.67,8136.63,134.78,48.55,188.38,282840,79.68,80.38,,,,,,,
2019/09/11,2019/09/11 12:30,2991.95,26997.30,8150.30,134.60,48.54,188.89,247658,80.42,81.20,,,,,,,
2019/09/11,2019/09/11 13:30,2994.82,27038.94,8154.70,134.93,48.62,188.55,290320,81.17,81.42,,,,,,,
2019/09/11,2019/09/11 14:30,2991.94,27038.58,8143.19,134.73,48.70,187.92,190074,81.44,81.04,,,,,,,
2019/09/11,2019/09/11 15:30,2994.52,27071.21,8154.45,134.92,48.75,188.47,262659,80.99,81.32,,,,,,,
2019/09/11,2019/09/11 16:00,3000.91,27137.04,8169.68,135.29,48.83,188.49,233465,81.38,80.71,,,,,,,
2019/09/12,2019/09/12 10:30,3015.77,27246.80,8233.04,137.02,48.86,189.07,483391,80.71,81.99,,,,,,,
2019/09/12,2019/09/12 11:30,3011.78,27217.78,8189.32,136.72,48.48,189.50,223387,81.99,82.10,,,,,,,
2019/09/12,2019/09/12 12:30,3014.10,27259.46,8209.00,137.04,48.66,188.44,172890,82.14,82.11,,,,,,,
2019/09/12,2019/09/12 13:30,3018.17,27273.60,8219.70,137.31,48.69,188.50,119503,82.11,81.78,,,,,,,
2019/09/12,2019/09/12 14:30,3016.45,27267.88,8215.58,137.25,48.72,188.03,112085,81.85,81.89,,,,,,,
2019/09/12,2019/09/12 15:30,3016.48,27247.91,8219.06,137.25,48.80,188.10,194894,81.89,81.98,,,,,,,
2019/09/12,2019/09/12 16:00,3009.57,27182.45,8194.47,136.68,48.73,187.47,643480,81.98,81.53,,,,,,,
2019/09/13,2019/09/13 10:30,3013.78,27251.15,8194.27,136.92,48.69,187.33,311331,81.53,80.99,,,,,,,
2019/09/13,2019/09/13 11:30,3013.62,27248.06,8194.32,136.60,48.85,187.34,140642,80.98,80.12,,,,,,,
2019/09/13,2019/09/13 12:30,3009.41,27221.83,8182.54,136.50,48.74,187.61,138896,80.27,79.77,,,,,,,
2019/09/13,2019/09/13 13:30,3010.40,27235.25,8181.39,136.56,48.93,187.92,165304,79.92,79.31,,,,,,,
2019/09/13,2019/09/13 14:30,3008.21,27234.93,8179.33,136.47,48.98,187.16,227612,79.30,78.87,,,,,,,
2019/09/13,2019/09/13 15:30,3005.47,27209.13,8172.70,136.13,48.90,186.89,209887,78.87,79.23,,,,,,,
2019/09/13,2019/09/13 16:00,3007.36,27219.38,8176.71,136.48,48.83,187.19,219859,79.23,78.85,,,,,,,
2019/09/16,2019/09/16 10:30,2996.30,27077.10,8147.74,135.41,48.81,187.03,387270,78.50,79.15,,,,,,,
2019/09/16,2019/09/16 11:30,2999.51,27112.73,8158.20,135.76,48.87,186.57,118753,79.15,79.32,,,,,,,
2019/09/16,2019/09/16 12:30,2994.58,27074.14,8143.65,135.67,48.77,186.19,157891,79.32,79.90,,,,,,,
2019/09/16,2019/09/16 13:30,2997.36,27092.28,8148.35,135.57,48.86,186.09,148609,79.93,80.95,,,,,,,
2019/09/16,2019/09/16 14:30,2997.53,27088.80,8153.07,135.70,48.80,186.00,301246,80.94,80.31,,,,,,,
2019/09/16,2019/09/16 15:30,2996.54,27070.26,8149.10,135.46,48.63,186.11,188808,80.39,79.97,,,,,,,
2019/09/16,2019/09/16 16:00,2997.95,27076.82,8153.54,135.50,48.76,186.22,319378,79.98,80.67,,,,,,,
2019/09/17,2019/09/17 10:30,2998.50,27042.14,8147.13,136.09,48.24,186.32,424332,80.67,80.47,,,,,,,
2019/09/17,2019/09/17 11:30,2999.48,27047.91,8157.72,136.09,48.23,186.04,312131,80.48,81.56,,,,,,,
2019/09/17,2019/09/17 12:30,2996.98,27029.19,8155.60,136.05,48.15,185.88,234046,81.44,82.61,,,,,,,
2019/09/17,2019/09/17 13:30,2996.89,27047.57,8156.20,135.97,48.02,185.91,397213,82.60,82.95,,,,,,,
2019/09/17,2019/09/17 14:30,2998.35,27061.16,8160.62,136.11,48.03,185.94,202892,82.95,83.74,,,,,,,
2019/09/17,2019/09/17 15:30,3001.44,27080.47,8172.00,136.26,48.16,186.58,267802,83.66,83.87,,,,,,,
2019/09/17,2019/09/17 16:00,3005.62,27109.03,8186.02,136.55,48.22,188.08,699265,83.87,84.64,,,,,,,
2019/09/18,2019/09/18 10:30,3000.19,27075.40,8167.28,136.61,48.38,187.38,426351,84.64,84.84,,,,,,,
2019/09/18,2019/09/18 11:30,2997.20,27046.10,8158.06,137.02,48.28,187.93,229361,84.66,85.82,,,,,,,
2019/09/18,2019/09/18 12:30,2997.53,27050.25,8155.31,137.20,48.20,188.32,229195,85.70,85.20,,,,,,,
2019/09/18,2019/09/18 13:30,2992.46,27019.38,8127.74,136.60,48.04,187.83,145216,85.20,83.80,,,,,,,
2019/09/18,2019/09/18 14:30,2981.79,26922.35,8097.13,136.01,47.70,187.03,169241,83.88,84.19,,,,,,,
2019/09/18,2019/09/18 15:30,2996.58,27055.12,8147.50,136.87,47.93,187.40,313366,84.19,84.16,,,,,,,
2019/09/18,2019/09/18 16:00,3006.73,27147.15,8177.39,137.67,48.16,188.14,329839,84.17,84.55,,,,,,,
2019/09/19,2019/09/19 10:30,3018.74,27232.64,8228.31,141.14,48.49,190.64,212111,84.55,84.86,,,,,,,
2019/09/19,2019/09/19 11:30,3019.44,27240.45,8227.97,140.43,48.42,190.31,196644,84.60,84.24,,,,,,,
2019/09/19,2019/09/19 12:30,3013.02,27183.02,8194.71,139.98,48.13,189.69,152323,84.24,83.51,,,,,,,
2019/09/19,2019/09/19 13:30,3009.61,27149.49,8185.33,139.65,47.87,189.07,148180,83.51,83.64,,,,,,,
2019/09/19,2019/09/19 14:30,3012.45,27160.06,8198.58,140.32,48.04,189.47,113387,83.64,84.24,,,,,,,
2019/09/19,2019/09/19 15:30,3009.51,27120.05,8192.35,140.05,48.11,190.08,215430,84.24,84.03,,,,,,,
2019/09/19,2019/09/19 16:00,3006.76,27094.18,8182.88,140.21,48.01,190.14,237464,84.03,84.62,,,,,,,
2019/09/20,2019/09/20 10:30,3015.27,27190.02,8195.07,140.14,48.26,191.40,251911,84.62,84.00,,,,,,,
2019/09/20,2019/09/20 11:30,3009.79,27133.96,8169.35,139.41,48.21,190.72,182294,84.05,83.92,,,,,,,
2019/09/20,2019/09/20 12:30,3009.94,27150.49,8163.26,138.94,48.20,189.87,337359,83.92,82.64,,,,,,,
2019/09/20,2019/09/20 13:30,2994.48,26991.30,8117.23,138.00,47.89,189.36,246929,82.59,82.21,,,,,,,
2019/09/20,2019/09/20 14:30,2998.64,27020.68,8130.16,138.46,48.02,189.84,222150,82.27,82.40,,,,,,,
2019/09/20,2019/09/20 15:30,2997.09,26995.71,8128.04,138.47,47.96,189.41,127918,82.40,82.00,,,,,,,
2019/09/20,2019/09/20 16:00,2991.98,26934.46,8117.67,138.59,48.41,189.93,684970,82.00,82.63,,,,,,,
2019/09/23,2019/09/23 10:30,2990.94,26903.36,8111.93,138.61,48.45,186.61,193438,82.29,82.75,,,,,,,
2019/09/23,2019/09/23 11:30,2993.11,26953.15,8117.95,138.58,48.45,186.96,60629,82.75,82.56,,,,,,,
2019/09/23,2019/09/23 12:30,2995.01,26959.85,8125.28,138.48,48.36,186.58,67108,82.56,83.03,,,,,,,
2019/09/23,2019/09/23 13:30,2995.93,26977.64,8126.12,138.56,48.36,186.31,42924,83.01,82.35,,,,,,,
2019/09/23,2019/09/23 14:30,2995.06,26976.20,8124.82,138.28,48.36,186.53,33549,82.35,82.66,,,,,,,
2019/09/23,2019/09/23 15:30,2997.94,26999.66,8131.61,138.57,48.44,187.26,43823,82.66,82.35,,,,,,,
2019/09/23,2019/09/23 16:00,2991.79,26950.26,8112.46,138.29,48.23,186.82,237382,82.40,82.62,,,,,,,
2019/09/24,2019/09/24 10:30,2999.19,27002.57,8118.55,139.20,48.74,186.29,300887,82.43,80.68,,,,,,,
2019/09/24,2019/09/24 11:30,2991.88,26957.42,8081.10,138.57,48.60,185.26,267152,80.68,80.53,,,,,,,
2019/09/24,2019/09/24 12:30,2970.84,26820.87,8011.97,136.77,48.26,182.95,347600,80.44,79.85,,,,,,,
2019/09/24,2019/09/24 13:30,2962.40,26752.31,7989.04,136.51,47.94,181.47,213116,79.85,80.23,,,,,,,
2019/09/24,2019/09/24 14:30,2975.53,26859.70,8027.26,137.20,48.19,182.18,236625,80.23,80.43,,,,,,,
2019/09/24,2019/09/24 15:30,2961.99,26759.37,7984.68,136.22,47.88,181.00,265507,80.45,80.02,,,,,,,
2019/09/24,2019/09/24 16:00,2966.62,26808.31,7993.63,136.54,47.94,181.28,516745,80.02,80.02,,,,,,,
2019/09/25,2019/09/25 10:30,2965.44,26878.94,7973.16,136.61,47.76,179.30,550340,79.12,78.00,,,,,,,
2019/09/25,2019/09/25 11:30,2972.98,26944.44,8012.74,136.80,47.81,179.75,372676,78.09,78.60,,,,,,,
2019/09/25,2019/09/25 12:30,2976.35,26979.25,8027.88,137.20,47.99,180.85,186235,78.50,78.17,,,,,,,
2019/09/25,2019/09/25 13:30,2975.37,26950.11,8028.03,137.28,47.98,181.52,122511,78.14,78.44,,,,,,,
2019/09/25,2019/09/25 14:30,2980.87,26970.93,8054.44,137.67,48.14,182.28,154194,78.39,79.35,,,,,,,
2019/09/25,2019/09/25 15:30,2985.86,26978.16,8082.29,138.68,48.42,182.86,174337,79.35,79.35,,,,,,,
2019/09/25,2019/09/25 16:00,2984.86,26970.71,8077.38,138.51,48.42,182.80,369880,79.36,79.60,,,,,,,
2019/09/26,2019/09/26 10:30,2976.24,26930.14,8038.29,138.84,47.40,180.12,236633,79.25,80.35,,,,,,,
2019/09/26,2019/09/26 11:30,2967.20,26835.94,8002.22,137.93,47.35,178.55,211243,80.35,79.91,,,,,,,
2019/09/26,2019/09/26 12:30,2975.05,26901.82,8026.70,138.41,47.63,178.46,116229,79.86,79.55,,,,,,,
2019/09/26,2019/09/26 13:30,2971.54,26872.04,8007.83,138.06,47.63,178.13,71194,79.55,79.41,,,,,,,
2019/09/26,2019/09/26 14:30,2981.83,26955.43,8036.97,138.91,47.69,179.66,60703,79.41,79.78,,,,,,,
2019/09/26,2019/09/26 15:30,2984.69,26965.93,8047.30,139.14,47.78,180.35,81343,79.81,79.76,,,,,,,
2019/09/26,2019/09/26 16:00,2977.63,26891.12,8030.66,138.69,47.66,180.11,147262,79.76,79.75,,,,,,,
2019/09/27,2019/09/27 10:30,2978.26,26935.06,8010.24,138.24,47.96,178.41,222330,79.69,78.44,,,,,,,
2019/09/27,2019/09/27 11:30,2983.05,26995.67,8032.03,138.66,48.17,179.45,113664,78.44,79.00,,,,,,,
2019/09/27,2019/09/27 12:30,2967.99,26876.32,7978.28,137.80,48.08,178.26,392359,79.00,79.00,,,,,,,
2019/09/27,2019/09/27 13:30,2960.64,26820.75,7940.36,136.87,47.84,177.47,548289,78.95,76.75,,,,,,,
2019/09/27,2019/09/27 14:30,2954.40,26776.55,7922.58,136.33,47.67,176.92,157698,76.75,76.49,,,,,,,
2019/09/27,2019/09/27 15:30,2952.89,26762.04,7915.41,136.35,47.58,176.49,498511,76.49,75.84,,,,,,,
2019/09/27,2019/09/27 16:00,2961.79,26820.25,7939.63,136.89,47.67,177.10,415568,75.84,76.04,,,,,,,
2019/09/30,2019/09/30 10:30,2972.16,26892.98,7972.06,137.54,48.18,177.52,219844,76.04,75.79,,,,,,,
2019/09/30,2019/09/30 11:30,2977.81,26951.39,7981.04,137.81,48.30,177.44,295825,75.79,75.56,,,,,,,
2019/09/30,2019/09/30 12:30,2983.17,26974.85,8003.25,138.28,48.40,177.93,100936,75.55,75.74,,,,,,,
2019/09/30,2019/09/30 13:30,2981.08,26969.14,8002.31,138.09,48.41,177.88,170031,75.78,76.19,,,,,,,
2019/09/30,2019/09/30 14:30,2980.85,26973.31,8008.64,138.09,48.37,178.54,119496,76.19,76.72,,,,,,,
2019/09/30,2019/09/30 15:30,2978.27,26948.81,7999.14,137.84,48.23,177.92,260863,76.72,76.31,,,,,,,
2019/09/30,2019/09/30 16:00,2976.73,26916.83,7999.34,138.18,48.22,178.08,187415,76.33,76.20,,,,,,,
2019/10/01,2019/10/01 10:30,2969.20,26790.30,8001.78,138.06,47.58,176.99,447585,76.20,77.00,,,,,,,
2019/10/01,2019/10/01 11:30,2963.27,26752.16,7980.12,137.87,47.25,176.71,163466,76.90,76.56,,,,,,,
2019/10/01,2019/10/01 12:30,2949.88,26648.71,7938.42,137.10,46.92,175.54,100374,76.56,76.01,,,,,,,
2019/10/01,2019/10/01 13:30,2942.38,26604.91,7918.23,136.67,46.58,175.74,125926,76.01,75.79,,,,,,,
2019/10/01,2019/10/01 14:30,2943.99,26614.85,7919.57,136.60,46.61,175.27,119023,75.88,76.25,,,,,,,
2019/10/01,2019/10/01 15:30,2946.31,26631.09,7925.43,136.66,46.79,175.95,204920,76.24,76.22,,,,,,,
2019/10/01,2019/10/01 16:00,2940.25,26573.04,7908.69,136.23,46.59,175.81,221412,76.22,75.81,,,,,,,
2019/10/02,2019/10/02 10:30,2897.24,26187.76,7799.45,133.40,45.66,175.44,339095,75.81,74.63,,,,,,,
2019/10/02,2019/10/02 11:30,2889.36,26090.22,7782.84,133.37,45.29,174.27,220010,74.62,74.81,,,,,,,
2019/10/02,2019/10/02 12:30,2884.25,26052.52,7766.35,133.24,45.26,174.11,181229,74.81,74.26,,,,,,,
2019/10/02,2019/10/02 13:30,2884.38,26053.56,7772.60,133.31,45.10,174.69,168672,74.26,74.31,,,,,,,
2019/10/02,2019/10/02 14:30,2887.01,26078.36,7777.09,133.55,45.13,174.92,125102,74.45,74.23,,,,,,,
2019/10/02,2019/10/02 15:30,2891.00,26110.07,7791.14,134.10,45.40,174.95,118583,74.16,74.00,,,,,,,
2019/10/02,2019/10/02 16:00,2887.62,26078.62,7785.25,133.83,45.44,174.60,231327,74.00,73.85,,,,,,,
2019/10/03,2019/10/03 10:30,2877.64,25936.77,7756.39,133.81,45.38,175.60,258630,73.85,74.58,,,,,,,
2019/10/03,2019/10/03 11:30,2893.85,26071.69,7818.82,135.20,45.93,176.85,285516,74.75,75.80,,,,,,,
2019/10/03,2019/10/03 12:30,2896.04,26094.78,7829.05,135.28,46.02,178.50,208819,75.88,75.66,,,,,,,
2019/10/03,2019/10/03 13:30,2901.95,26133.71,7849.60,135.51,46.13,178.98,677850,75.53,77.10,,,,,,,
2019/10/03,2019/10/03 14:30,2908.34,26176.52,7868.12,135.63,46.17,179.34,517712,77.10,78.27,,,,,,,
2019/10/03,2019/10/03 15:30,2901.71,26123.79,7848.29,135.11,46.13,178.74,345605,78.27,76.25,,,,,,,
2019/10/03,2019/10/03 16:00,2910.65,26201.38,7872.27,135.45,46.28,179.38,311813,76.25,76.83,,,,,,,
2019/10/04,2019/10/04 10:30,2927.00,26360.88,7914.23,136.47,46.25,178.89,399870,76.83,76.16,,,,,,,
2019/10/04,2019/10/04 11:30,2933.73,26410.30,7931.75,136.28,46.30,179.96,162722,76.16,76.34,,,,,,,
2019/10/04,2019/10/04 12:30,2937.03,26429.65,7945.96,136.62,46.28,179.98,160841,76.34,76.02,,,,,,,
2019/10/04,2019/10/04 13:30,2938.05,26433.99,7950.73,136.73,46.36,180.18,134573,75.99,76.16,,,,,,,
2019/10/04,2019/10/04 14:30,2942.85,26492.31,7961.16,137.03,46.44,180.32,202695,76.16,76.79,,,,,,,
2019/10/04,2019/10/04 15:30,2946.41,26527.07,7968.30,137.14,46.60,180.75,420290,76.79,76.59,,,,,,,
2019/10/04,2019/10/04 16:00,2951.97,26573.14,7982.47,137.28,46.73,180.45,315855,76.57,76.53,,,,,,,
2019/10/07,2019/10/07 10:30,2945.15,26496.01,7975.00,136.51,46.88,179.86,372354,76.53,76.07,,,,,,,
